label,text
0,yup lunch buffet u eat
0,huh late Fr dinner
0,hey sit intro pilate kickboxing
0,morning ok
0,yes think I office lap room think s day I shut
0,pick bout 730ish time  
0,performance award calculate monthnot current month period
0,actually sleep u text gr8 rock sis send u text wen wake
0,business picture ass facebook open people ve meet think picture room hurt feel violate
0,good evening Sir Al Salam wahleykkumshare happy newsBy grace God offer tayseertissco joinedhope fineinshah Allahmeet sometimerakheshvisitor India
0,hmmmkbut want change field quickly dai wanna system administrator network administrator
1,free ringtone text 87131 poly text 87131 true tone help 0845 2814032 16 1st free tone 3x150pw end txt stop
0,dear chechi talk
0,hair cream ship
0,s happen til
0,Yep great loxahatchee xmas tree burn   ltgt   start hour
0,haha drive usf man I know lot stoner
0,slightly disastrous class pm fav darling Hope day ok Coffee wld good stay late tomorrow time   place
0,hello good week Fancy drink later
0,Headin busetop
0,messagesome text miss SenderName Missing number miss SentDate miss Missing u lot s y missing send fullonsmscom
0,come room point iron plan weekend
0,cos want thing
0,Okies Ill yan jiu skip ard oso cine den mrt blah blah blah
0,bring home Wendy D
1,100 date service 09064012103 box334sk38ch
0,Whatsup u want sleep
0,alright new goal
1,free entry 250 weekly competition text word WIN 80086 18 TC wwwtxttowincouk
0,Alright Ill head minute text meet
1,send logo 2 ur lover   2 join heart Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 87077 Yahoo pobox36504w45wq TxtNO 4 ad 150p
0,yesfrom week m live
1,contact date service enter phone fancy find landline 09111032124   PoBox12n146tf150p
0,Siva hostel aha
1,URGENT Mobile number award 2000 prize guarantee Call 09058094455 land line Claim 3030 valid 12hrs
0,send ur friend receive ur voice speak expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny   ltgt irritate   ltgt lovable reply
0,ok Shell ok I guess
0,aathiwhere dear
0,pain urination thing
0,7 esplanade   mind lift cos car today
0,I wnt buy BMW car urgentlyit vry urgentbut hv shortage   ltgt Lacsthere source arng dis amt ltgt lacsthat prob
0,home watch tv lor
0,usually fucking minute respond yes question
1,Congrats Nokia 3650 video camera phone 09066382422 cost 150ppm Ave 3mins vary mobile 16 close 300603 post bcm4284 Ldn WC1N3XX
0,booked ticket pongal
0,available I m like right hillsborough amp   ltgt th
0,message send askin   ltgt dollar Shoul pay   ltgt     ltgt
0,ask g iouri I ve tell story like time
0,long applebee fucking
0,hi hope u txtjourney gdnow 50 min late I think
0,I like love arrange
0,Yeshe greatbhaji tell kallis good cricketer sachin worldvery tough
0,suppose wake I gt
0,oic I tot din c I find group liao
0,sorry Ill later
0,HEY HEY WERETHE MONKEESPEOPLE SAY MONKEYAROUND HOWDY GORGEOUS
0,sorry battery die I come I m gram s place
0,blimey exercise yeah kinda remember wot hmm
0,I concentration dear know mind
0,LOL   plan new year
0,10 min later k
0,hank lotsly
0,thank hope good day today
0,Kkwhat detail want transferacc
0,ok tell stay yeah tough optimistic thing improve month
1,loan purpose 500   75000 Homeowners   Tenants welcome previously refuse help free 0800 1956669 text help
0,si si I think ill oreo truffle
0,look AMY URE BEAUTIFUL intelligent woman I like u LOT I know u dont like I like dont worry
0,I hope s result consistently intelligent kind start ask practicum link ear open good ttyl
0,120 cost guess bad Miss ya need ya want ya love ya
0,different feelingwavering decision cope individualtime heal believe
0,u phone die stay
0,Great day reason thank God
1,UpgrdCentre Orange customer claim free CAMERA phone upgrade loyalty Call 0207 153 9153 Offer end 26th July tc apply Optout available
0,Sorry Ill later ok bye
0,ok way railway
0,great princess I love receive oral doggy style fave position I enjoy love   ltgt   time night
0,stuff road slippery
0,ride bike
0,yup need Ill jus wait 4 e rain 2 stop
0,company tell language
1,okmail Dear Dave final notice collect 4 Tenerife Holiday 5000 cash award 09061743806 landline tc SAE Box326 CW25WX 150ppm
0,long scream princess
0,I mean money enter account bank remove flat rate transfer   ltgt   account   ltgt dollar remove bank differ charge differbe sure trust 9ja person send account detail cos
1,want 2 lay tonight want real dog location send direct 2 ur Mob join uks large Dogging Network txte MOAN 69888nyt ec2a 31pmsg150p
0,nice line broken heart plz cum 1 time infront wise I ll trust U Good 9 t
0,ok I m head usf like minute
0,love aathilove u lot
0,tension ahwhat machiany problem
0,K I pick 8th
0,guy g think stay mcr
0,u sec
0,Yo carlo friend ask work weekend
0,watch tv lor
0,thank baby I wait taste real thing
0,change fb jaykwon thuglyfe falconerf
0,win 1 long time
1,free message activate 500 free text message reply message word free term   condition visit www07781482378com
0,Dear reach railway happen
0,depend quality want type send boye fade glory 6 want ralph maybe 2
0,I think ve fix send test message
0,sorry man account dry I want trade half I buy shit credit card
1,congrat 1 year special cinema pass 2 09061209465 C Suprman V Matrix3 StarWars3 etc 4 free bx420ip45we 150pm miss
0,Sorryin meeting Ill later
0,class   ltgt   reunion
0,free nowcan
0,got meh
0,nope think monday sorry reply late
0,tell accenture confirm true
0,Kate jackson rec center 7ish right
0,Dear reache room
0,fight world easy u win lose bt fightng some1 close u dificult u lose   u lose u win   u lose
0,  come
0,check nuerologist
0,Lolnice I fish water
1,123 congratulation   week competition draw u win 1450 prize claim 09050002311 b4280703 TCsstop SMS 08718727868 18 150ppm
0,wait e car dat bore wat cos wait outside 2 home stuff watch tv wat
0,maybe westshore hyde park village place near house
0,know s anthony bring money I ve school fee pay rent stuff like s need help friend need
0,s significance
0,opinion 1 2 Jada 3 Kusruthi 4 Lovable 5 silent 6 Spl character 7 mature 8 stylish 9 simple pls reply
0,8 late gs scrounge ammo want new ak try
0,Prabhaim sorydarealyfrm heart m sory
0,lol ok forgive
0,Nojst change tat
1,guarantee late Nokia Phone 40 GB iPod mp3 player 500 prize Txt word COLLECT 83355 IBHltd LdnW15H 150pmtmsgrcvd18
0,sno competition
1,boltblue tone 150p Reply POLY MONO eg POLY3 1 Cha Cha Slide 2 yeah 3 slow Jamz 6 Toxic 8 come I stop 4 tone txt
1,credit httpwwwbubbletextcom renewal Pin tgxxrz
0,way transport problematic sit night way u want ask   n   join bday feel free need know definite nos book fri
0,usually person unconscious s child adult behave abnormally Ill
0,s ebay
0,shall come pickle
0,taco
0,s rude campus
1,URGENT Mobile No award 2000 Bonus Caller Prize 020903 2nd attempt contact 08718729755 box95qu
0,hi b ard 4 christmas enjoy n merry xmas
1,today Offer Claim ur 150 worth discount voucher Text yes 85023 SavaMob member offer mobile T cs 08717898035 300 Sub 16   Unsub reply x
0,yes pretty lady like single
1,recieve tone 24hrs term condition Channel U Teletext Pg 750
0,Jay doublefaggot
1,private 2003 Account Statement 07815296484 800 unredeemed SIM point Call 08718738001 Identifier Code 41782 expire 181104
0,Todaysundaysunday holidayso work
0,gudnitetcpractice
0,Ill late
0,I ve hope l8r malaria know miss guy I miss Bani big pls love especially great day
0,good afternoon love day   I hope maybe lead job I think boytoy send passionate kiss sea
0,probably later tonight lt
0,maybe fat finger press button know
0,Ummmmmaah happy return d day dear sweet heart HAPPY BIRTHDAY dear
0,I tirupur da start office
1,wwwApplausestorecom MonthlySubscription50pmsg max6month TCsC web age16 2stop txt stop
0,famous quote   develop ability listen unconditionally lose temper self confidence mean   MARRIED
0,college pa ill come self pa
0,4 oclock bash flat plan
0,girl stay bed girl need recovery time I d pass fun coope bed
0,special
0,I know need hotel I invitation apologise Cali sweet come english bloke weddin
0,sorry long omw
0,wait   ltgt   min
0,ok 5 minute I think I btw alibi cut hair time
0,imagine finally sink bath I pace maybe eat I leave   imagine feel cage cock surround bath water remind   enjoy cuck
0,hurry I ve weeddeficient like day
0,sure I acknowledgement astoundingly tactless generally faggy demand blood oath fo
0,ok night warm bath drink cup milk ll work magic need loose weight know
0,Ill look fry pan case cheap book s silly fry pan likely book
0,o uv cause mutation sunscreen like essential theseday
0,lunchyou onlinewhy
0,I know friend tell
0,hi Princess thank pic pretty
0,Aiyo U c ex I dunno abt mei haven reply time u reply fast Y lucky workin huh bao ur sugardad ahgee
0,hi msg meim office
0,thanx 4 e brownie v nice
0,geeeee   I love I barely stand
1,GENT try contact weekend draw win 1000 prize guarantee Call 09064012160 Claim Code K52 Valid 12hrs 150ppm
0,fuck babe   I miss know   let send money net   I need   I want   I crave
0,Ill u 2mrw ninish address icky american freek stop callin 2 bad Jen k eh
0,Oooh bed ride ey think
0,anyways gym love smile I hope ok good day babe   I miss
0,love daddy scream pleasure I slap ass dick
0,WOT U WANNA DO missy
0,Yar lor wait 4 mum 2 finish sch lunch lor I morning stay home clean room room clean Hee
0,know lab goggle
0,open door
0,wait
0,nope wait sch 4 daddy
1,win 1000 cash 2000 prize claim call09050000327
0,I m tired argue week week want ill
0,  wait 4 sch finish ard 5
1,mobile number win 5000 claim ring claim hot line 09050005321
0,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dance frnt d snake amp sayin Bite bite
0,huh early   dinner outside izzit
0,ok need change
1,try contact reply offer 750 min 150 textand new video phone 08002988890 reply free delivery tomorrow
0,exwife able kid want kid day
0,s scotland Hope jjc tendency care live dream
0,tell u headache want use 1 hour sick time
0,I dun thk ill quit Hmmm jazz   Yogasana oso meet em lesson den
0,pete ring meive hardly gotany credit
0,ya srsly yi tho
0,I m meeting later
1,ur chance win 250 wkly shopping spree TXT SHOP 80878 TsCs wwwtxt2shopcom custcare 08715705022 1x150pwk
1,specially select receive 2000 pound award Call 08712402050 line close cost 10ppm 16 tc apply AG Promo
1,private 2003 Account Statement 07753741225 800 unredeemed S I M point Call 08715203677 Identifier Code 42478 expire 241004
0,grand prix
0,I meet stranger choose friend long world stand friendship end Lets Friends forever Gud nitz
0,I great
0,Gud mrng dear nice day
1,important customer service announcement Call FREEPHONE 0800 542 0825
0,exhaust train morning wine pie sleep
0,I m buy mum present ar
0,mind blastin Tsunamis occur Rajnikant stop swim indian OceanD
0,u send home ok lor I m ready
0,speak cash
0,happy I come noon
0,meet lunch la
0,TaKe CaRE n soon
1,XCLUSIVECLUBSAISAI 2MOROW 285 SOIREE SPECIALE zouk NICHOLS PARISFREE ROSES 2 LADIES   info 0794674629107880867867
0,I mean wait u bore bridgwater banter
